State,Date,MostLikelyRt,LowRt,HighRt
Tamil Nadu,2020-04-28,1.37,1.01,1.71
Tamil Nadu,2020-04-29,1.53,1.21,1.87
Tamil Nadu,2020-04-30,1.67,1.37,1.98
Tamil Nadu,2020-05-01,1.81,1.55,2.1
Tamil Nadu,2020-05-02,1.8900000000000001,1.6500000000000001,2.14
Tamil Nadu,2020-05-03,1.98,1.77,2.21
Tamil Nadu,2020-05-04,1.97,1.78,2.17
Tamil Nadu,2020-05-05,1.8900000000000001,1.73,2.08
Tamil Nadu,2020-05-06,1.77,1.62,1.94
Tamil Nadu,2020-05-07,1.6400000000000001,1.5,1.79
Tamil Nadu,2020-05-08,1.51,1.37,1.6400000000000001
Tamil Nadu,2020-05-09,1.41,1.28,1.54
Tamil Nadu,2020-05-10,1.29,1.17,1.42
Tamil Nadu,2020-05-11,1.19,1.07,1.32
Tamil Nadu,2020-05-12,1.08,0.96,1.2
Tamil Nadu,2020-05-13,1.0,0.88,1.12
Tamil Nadu,2020-05-14,0.93,0.81,1.05
Tamil Nadu,2020-05-15,0.89,0.77,1.02
Tamil Nadu,2020-05-16,0.88,0.76,1.01
Tamil Nadu,2020-05-17,0.92,0.79,1.04
Tamil Nadu,2020-05-18,0.97,0.85,1.11
Tamil Nadu,2020-05-19,1.05,0.92,1.17
Tamil Nadu,2020-05-20,1.1400000000000001,1.01,1.26
Tamil Nadu,2020-05-21,1.2,1.07,1.31
Tamil Nadu,2020-05-22,1.23,1.12,1.36
Tamil Nadu,2020-05-23,1.21,1.09,1.32
Tamil Nadu,2020-05-24,1.16,1.05,1.28
Tamil Nadu,2020-05-25,1.12,1.0,1.22
Tamil Nadu,2020-05-26,1.08,0.97,1.19
Tamil Nadu,2020-05-27,1.06,0.96,1.18
Tamil Nadu,2020-05-28,1.08,0.97,1.19
Tamil Nadu,2020-05-29,1.09,0.98,1.19
Tamil Nadu,2020-05-30,1.1300000000000001,1.02,1.23
Tamil Nadu,2020-05-31,1.1500000000000001,1.05,1.26
Telangana,2020-03-14,0.0,0.59,12.0
Telangana,2020-03-15,3.77,0.0,7.44
Telangana,2020-03-16,3.04,0.05,5.59
Telangana,2020-03-17,2.15,0.0,4.21
Telangana,2020-03-18,1.8,0.01,3.61
Telangana,2020-03-19,1.8900000000000001,0.09,3.52
Telangana,2020-03-20,1.69,0.09,3.16
Telangana,2020-03-21,1.56,0.08,2.9
Telangana,2020-03-22,1.33,0.03,2.6
Telangana,2020-03-23,1.16,0.0,2.38
Telangana,2020-03-24,1.3,0.05,2.52
Telangana,2020-03-25,1.41,0.14,2.64
Telangana,2020-03-26,1.25,0.07,2.4
Telangana,2020-03-27,1.35,0.13,2.48
Telangana,2020-03-28,1.42,0.22,2.54
Telangana,2020-03-29,1.56,0.41000000000000003,2.67
Telangana,2020-03-30,1.79,0.72,2.82
Telangana,2020-03-31,2.0100000000000002,1.07,2.93
Telangana,2020-04-01,2.11,1.3,2.92
Telangana,2020-04-02,2.19,1.49,2.88
Telangana,2020-04-03,2.04,1.42,2.64
Telangana,2020-04-04,1.86,1.32,2.42
Telangana,2020-04-05,1.68,1.18,2.19
Telangana,2020-04-06,1.48,1.01,1.96
Telangana,2020-04-07,1.24,0.78,1.7
Telangana,2020-04-08,1.05,0.61,1.53
Telangana,2020-04-09,0.85,0.38,1.31
Telangana,2020-04-10,0.74,0.27,1.23
Telangana,2020-04-11,0.7000000000000001,0.22,1.21
Telangana,2020-04-12,0.72,0.21,1.23
Telangana,2020-04-13,0.84,0.31,1.36
Telangana,2020-04-14,1.04,0.51,1.56
Telangana,2020-04-15,1.16,0.64,1.67
Telangana,2020-04-16,1.28,0.79,1.79
Telangana,2020-04-17,1.26,0.79,1.76
Telangana,2020-04-18,1.22,0.76,1.7
Telangana,2020-04-19,1.1500000000000001,0.6900000000000001,1.61
Telangana,2020-04-20,1.01,0.56,1.48
Telangana,2020-04-21,0.89,0.42,1.35
Telangana,2020-04-22,0.78,0.3,1.25
Telangana,2020-04-23,0.63,0.14,1.11
Telangana,2020-04-24,0.54,0.07,1.04
Telangana,2020-04-25,0.35000000000000003,0.0,0.85
Telangana,2020-04-26,0.22,0.0,0.8200000000000001
Telangana,2020-04-27,0.17,0.0,0.85
Telangana,2020-04-28,0.15,0.0,0.91
Telangana,2020-04-29,0.26,0.0,1.05
Telangana,2020-04-30,0.55,0.0,1.32
Telangana,2020-05-01,0.78,0.0,1.54
Telangana,2020-05-02,1.11,0.23,1.99
Telangana,2020-05-03,1.21,0.32,2.07
Telangana,2020-05-04,1.2,0.33,2.04
Telangana,2020-05-05,1.19,0.36,2.04
Telangana,2020-05-06,1.1400000000000001,0.31,1.95
Telangana,2020-05-07,1.1300000000000001,0.33,1.95
Telangana,2020-05-08,1.42,0.64,2.21
Telangana,2020-05-09,1.69,0.97,2.41
Telangana,2020-05-10,1.81,1.16,2.46
Telangana,2020-05-11,1.85,1.28,2.45
Telangana,2020-05-12,1.74,1.22,2.29
Telangana,2020-05-13,1.61,1.12,2.11
Telangana,2020-05-14,1.49,1.03,1.96
Telangana,2020-05-15,1.29,0.86,1.76
Telangana,2020-05-16,1.16,0.73,1.61
Telangana,2020-05-17,1.04,0.6,1.47
Telangana,2020-05-18,0.93,0.49,1.37
Telangana,2020-05-19,0.9,0.45,1.34
Telangana,2020-05-20,0.9,0.44,1.34
Telangana,2020-05-21,0.93,0.48,1.3900000000000001
Telangana,2020-05-22,1.03,0.58,1.49
Telangana,2020-05-23,1.08,0.63,1.53
Telangana,2020-05-24,1.2,0.77,1.6500000000000001
Telangana,2020-05-25,1.37,0.96,1.8
Telangana,2020-05-26,1.52,1.1400000000000001,1.93
Telangana,2020-05-27,1.6,1.24,1.97
Telangana,2020-05-28,1.6400000000000001,1.3,1.97
Telangana,2020-05-29,1.59,1.29,1.92
Telangana,2020-05-30,1.54,1.26,1.85
Telangana,2020-05-31,1.47,1.19,1.74
Tripura,2020-04-30,0.0,0.59,12.0
Tripura,2020-05-01,5.39,0.68,8.9
Tripura,2020-05-02,3.77,0.86,6.23
Tripura,2020-05-03,3.54,1.53,5.37
Tripura,2020-05-04,2.91,1.3800000000000001,4.3100000000000005
Tripura,2020-05-05,2.62,1.41,3.7600000000000002
Tripura,2020-05-06,2.32,1.32,3.29
Tripura,2020-05-07,2.07,1.21,2.92
Tripura,2020-05-08,1.73,0.9500000000000001,2.5100000000000002
Tripura,2020-05-09,1.44,0.72,2.2
Tripura,2020-05-10,1.1400000000000001,0.41000000000000003,1.85
Tripura,2020-05-11,0.86,0.17,1.57
Tripura,2020-05-12,0.56,0.0,1.21
Tripura,2020-05-13,0.32,0.0,1.08
Tripura,2020-05-14,0.0,0.0,0.98
Tripura,2020-05-15,0.0,0.0,1.0
Tripura,2020-05-16,0.0,0.0,1.12
Tripura,2020-05-17,0.0,0.0,1.31
Tripura,2020-05-18,0.0,0.0,1.6400000000000001
Tripura,2020-05-19,0.56,0.0,2.18
Tripura,2020-05-20,1.0,0.0,2.54
Tripura,2020-05-21,1.44,0.01,2.86
Tripura,2020-05-22,1.59,0.11,2.99
Tripura,2020-05-23,1.51,0.12,2.85
Tripura,2020-05-24,1.73,0.34,3.06
Tripura,2020-05-25,1.95,0.65,3.18
Tripura,2020-05-26,1.93,0.79,3.06
Tripura,2020-05-27,1.76,0.7000000000000001,2.7600000000000002
Tripura,2020-05-28,1.75,0.8,2.68
Tripura,2020-05-29,1.68,0.81,2.54
Tripura,2020-05-30,1.6600000000000001,0.86,2.45
Tripura,2020-05-31,1.6,0.87,2.35
Uttar Pradesh,2020-03-14,0.0,0.59,12.0
Uttar Pradesh,2020-03-15,1.0,0.0,6.3500000000000005
Uttar Pradesh,2020-03-16,1.0,0.0,5.08
Uttar Pradesh,2020-03-17,2.15,0.0,4.99
Uttar Pradesh,2020-03-18,1.73,0.0,4.14
Uttar Pradesh,2020-03-19,2.0100000000000002,0.02,3.99
Uttar Pradesh,2020-03-20,1.73,0.01,3.47
Uttar Pradesh,2020-03-21,1.57,0.01,3.15
Uttar Pradesh,2020-03-22,1.5,0.01,2.99
Uttar Pradesh,2020-03-23,1.44,0.01,2.86
Uttar Pradesh,2020-03-24,1.21,0.01,2.61
Uttar Pradesh,2020-03-25,1.3800000000000001,0.01,2.7
Uttar Pradesh,2020-03-26,1.51,0.12,2.85
Uttar Pradesh,2020-03-27,1.86,0.42,3.15
Uttar Pradesh,2020-03-28,1.92,0.65,3.15
Uttar Pradesh,2020-03-29,1.83,0.68,2.94
Uttar Pradesh,2020-03-30,1.76,0.7000000000000001,2.7600000000000002
Uttar Pradesh,2020-03-31,1.75,0.8,2.68
Uttar Pradesh,2020-04-01,1.82,0.97,2.67
Uttar Pradesh,2020-04-02,1.87,1.1,2.62
Uttar Pradesh,2020-04-03,1.81,1.1300000000000001,2.5100000000000002
Uttar Pradesh,2020-04-04,1.75,1.11,2.36
Uttar Pradesh,2020-04-05,1.61,1.03,2.19
Uttar Pradesh,2020-04-06,1.51,0.97,2.06
Uttar Pradesh,2020-04-07,1.37,0.84,1.8800000000000001
Uttar Pradesh,2020-04-08,1.2,0.71,1.73
Uttar Pradesh,2020-04-09,1.07,0.5700000000000001,1.58
Uttar Pradesh,2020-04-10,1.0,0.51,1.52
Uttar Pradesh,2020-04-11,1.03,0.53,1.53
Uttar Pradesh,2020-04-12,1.19,0.71,1.69
Uttar Pradesh,2020-04-13,1.33,0.86,1.8
Uttar Pradesh,2020-04-14,1.44,1.0,1.8900000000000001
Uttar Pradesh,2020-04-15,1.52,1.1,1.93
Uttar Pradesh,2020-04-16,1.53,1.1500000000000001,1.93
Uttar Pradesh,2020-04-17,1.49,1.11,1.84
Uttar Pradesh,2020-04-18,1.46,1.11,1.8
Uttar Pradesh,2020-04-19,1.41,1.09,1.75
Uttar Pradesh,2020-04-20,1.33,1.02,1.6500000000000001
Uttar Pradesh,2020-04-21,1.27,0.96,1.57
Uttar Pradesh,2020-04-22,1.2,0.92,1.52
Uttar Pradesh,2020-04-23,1.16,0.88,1.47
Uttar Pradesh,2020-04-24,1.1400000000000001,0.86,1.44
Uttar Pradesh,2020-04-25,1.07,0.79,1.36
Uttar Pradesh,2020-04-26,0.99,0.71,1.28
Uttar Pradesh,2020-04-27,0.9400000000000001,0.65,1.22
Uttar Pradesh,2020-04-28,0.9,0.61,1.19
Uttar Pradesh,2020-04-29,0.9,0.61,1.2
Uttar Pradesh,2020-04-30,0.96,0.67,1.26
Uttar Pradesh,2020-05-01,1.02,0.72,1.31
Uttar Pradesh,2020-05-02,1.09,0.8,1.3800000000000001
Uttar Pradesh,2020-05-03,1.1400000000000001,0.85,1.42
Uttar Pradesh,2020-05-04,1.1500000000000001,0.87,1.43
Uttar Pradesh,2020-05-05,1.1500000000000001,0.87,1.42
Uttar Pradesh,2020-05-06,1.1300000000000001,0.85,1.3900000000000001
Uttar Pradesh,2020-05-07,1.06,0.8,1.34
Uttar Pradesh,2020-05-08,1.01,0.75,1.29
Uttar Pradesh,2020-05-09,0.96,0.6900000000000001,1.23
Uttar Pradesh,2020-05-10,0.91,0.64,1.19
Uttar Pradesh,2020-05-11,0.92,0.64,1.19
Uttar Pradesh,2020-05-12,0.9500000000000001,0.68,1.24
Uttar Pradesh,2020-05-13,1.01,0.74,1.3
Uttar Pradesh,2020-05-14,1.11,0.84,1.3900000000000001
Uttar Pradesh,2020-05-15,1.17,0.91,1.45
Uttar Pradesh,2020-05-16,1.27,1.02,1.54
Uttar Pradesh,2020-05-17,1.36,1.12,1.62
Uttar Pradesh,2020-05-18,1.43,1.19,1.6600000000000001
Uttar Pradesh,2020-05-19,1.45,1.23,1.68
Uttar Pradesh,2020-05-20,1.42,1.21,1.6300000000000001
Uttar Pradesh,2020-05-21,1.35,1.16,1.57
Uttar Pradesh,2020-05-22,1.29,1.1,1.49
Uttar Pradesh,2020-05-23,1.19,1.0,1.3800000000000001
Uttar Pradesh,2020-05-24,1.12,0.9400000000000001,1.32
Uttar Pradesh,2020-05-25,1.04,0.86,1.24
Uttar Pradesh,2020-05-26,0.99,0.81,1.19
Uttar Pradesh,2020-05-27,0.9500000000000001,0.76,1.1400000000000001
Uttar Pradesh,2020-05-28,0.9500000000000001,0.77,1.1500000000000001
Uttar Pradesh,2020-05-29,0.98,0.79,1.17
Uttar Pradesh,2020-05-30,1.04,0.86,1.24
Uttar Pradesh,2020-05-31,1.09,0.9,1.27
Uttarakhand,2020-04-14,0.0,0.59,12.0
Uttarakhand,2020-04-15,1.0,0.0,6.3500000000000005
Uttarakhand,2020-04-16,1.0,0.0,5.08
Uttarakhand,2020-04-17,2.15,0.0,4.99
Uttarakhand,2020-04-18,1.73,0.0,4.14
Uttarakhand,2020-04-19,1.53,0.0,3.66
Uttarakhand,2020-04-20,1.0,0.0,3.09
Uttarakhand,2020-04-21,1.0,0.0,2.99
Uttarakhand,2020-04-22,1.0,0.0,2.99
Uttarakhand,2020-04-23,1.0,0.0,2.99
Uttarakhand,2020-04-24,0.58,0.0,2.7600000000000002
Uttarakhand,2020-04-25,0.53,0.0,2.84
Uttarakhand,2020-04-26,0.47000000000000003,0.0,2.94
Uttarakhand,2020-04-27,1.0,0.0,3.35
Uttarakhand,2020-04-28,1.0,0.0,3.35
Uttarakhand,2020-04-29,1.53,0.0,3.66
Uttarakhand,2020-04-30,1.0,0.0,3.21
Uttarakhand,2020-05-01,1.0,0.0,3.21
Uttarakhand,2020-05-02,1.0,0.0,3.21
Uttarakhand,2020-05-03,1.0,0.0,3.21
Uttarakhand,2020-05-04,1.0,0.0,3.21
Uttarakhand,2020-05-05,1.0,0.0,3.21
Uttarakhand,2020-05-06,0.47000000000000003,0.0,2.94
Uttarakhand,2020-05-07,1.0,0.0,3.35
Uttarakhand,2020-05-08,1.0,0.0,3.35
Uttarakhand,2020-05-09,1.53,0.0,3.66
Uttarakhand,2020-05-10,1.47,0.0,3.49
Uttarakhand,2020-05-11,1.42,0.0,3.34
Uttarakhand,2020-05-12,1.3800000000000001,0.0,3.22
Uttarakhand,2020-05-13,1.67,0.01,3.35
Uttarakhand,2020-05-14,1.83,0.11,3.44
Uttarakhand,2020-05-15,1.8900000000000001,0.2,3.38
Uttarakhand,2020-05-16,1.56,0.08,2.9
Uttarakhand,2020-05-17,1.6400000000000001,0.21,2.97
Uttarakhand,2020-05-18,1.92,0.56,3.21
Uttarakhand,2020-05-19,1.94,0.72,3.11
Uttarakhand,2020-05-20,2.2,1.1400000000000001,3.21
Uttarakhand,2020-05-21,2.39,1.51,3.25
Uttarakhand,2020-05-22,2.35,1.62,3.09
Uttarakhand,2020-05-23,2.25,1.62,2.88
Uttarakhand,2020-05-24,2.05,1.49,2.59
Uttarakhand,2020-05-25,1.8,1.3,2.3000000000000003
Uttarakhand,2020-05-26,1.79,1.34,2.25
Uttarakhand,2020-05-27,1.6300000000000001,1.22,2.06
Uttarakhand,2020-05-28,1.6,1.22,2.0
Uttarakhand,2020-05-29,1.55,1.2,1.93
Uttarakhand,2020-05-30,1.49,1.1500000000000001,1.83
Uttarakhand,2020-05-31,1.45,1.1400000000000001,1.79
West Bengal,2020-03-19,0.0,0.59,12.0
West Bengal,2020-03-20,1.0,0.0,6.3500000000000005
West Bengal,2020-03-21,1.0,0.0,5.08
West Bengal,2020-03-22,1.0,0.0,4.44
West Bengal,2020-03-23,1.0,0.0,4.03
West Bengal,2020-03-24,1.0,0.0,3.74
West Bengal,2020-03-25,1.62,0.0,3.87
West Bengal,2020-03-26,1.47,0.0,3.49
West Bengal,2020-03-27,1.42,0.0,3.34
West Bengal,2020-03-28,1.73,0.01,3.47
West Bengal,2020-03-29,1.8900000000000001,0.09,3.52
West Bengal,2020-03-30,2.15,0.42,3.75
West Bengal,2020-03-31,1.8900000000000001,0.35000000000000003,3.3200000000000003
West Bengal,2020-04-01,1.59,0.19,2.86
West Bengal,2020-04-02,1.6400000000000001,0.32,2.88
West Bengal,2020-04-03,1.6500000000000001,0.39,2.8000000000000003
West Bengal,2020-04-04,1.47,0.32,2.57
West Bengal,2020-04-05,1.42,0.34,2.49
West Bengal,2020-04-06,1.23,0.19,2.21
West Bengal,2020-04-07,1.22,0.22,2.2
West Bengal,2020-04-08,1.21,0.23,2.17
West Bengal,2020-04-09,1.07,0.13,1.98
West Bengal,2020-04-10,1.1300000000000001,0.19,2.06
West Bengal,2020-04-11,1.25,0.31,2.19
West Bengal,2020-04-12,1.4000000000000001,0.49,2.32
West Bengal,2020-04-13,1.51,0.65,2.38
West Bengal,2020-04-14,1.58,0.78,2.39
West Bengal,2020-04-15,1.58,0.84,2.34
West Bengal,2020-04-16,1.57,0.86,2.25
West Bengal,2020-04-17,1.44,0.79,2.11
West Bengal,2020-04-18,1.4000000000000001,0.76,2.0100000000000002
West Bengal,2020-04-19,1.34,0.74,1.94
West Bengal,2020-04-20,1.31,0.75,1.9100000000000001
West Bengal,2020-04-21,1.31,0.75,1.86
West Bengal,2020-04-22,1.31,0.78,1.85
West Bengal,2020-04-23,1.32,0.81,1.84
West Bengal,2020-04-24,1.33,0.84,1.83
West Bengal,2020-04-25,1.29,0.81,1.76
West Bengal,2020-04-26,1.21,0.76,1.69
West Bengal,2020-04-27,1.1400000000000001,0.68,1.59
West Bengal,2020-04-28,1.03,0.58,1.49
West Bengal,2020-04-29,0.92,0.47000000000000003,1.3900000000000001
West Bengal,2020-04-30,0.92,0.46,1.3900000000000001
West Bengal,2020-05-01,1.23,0.78,1.68
West Bengal,2020-05-02,1.51,1.1,1.95
West Bengal,2020-05-03,1.76,1.3800000000000001,2.15
West Bengal,2020-05-04,1.81,1.47,2.17
West Bengal,2020-05-05,1.73,1.42,2.06
West Bengal,2020-05-06,1.61,1.32,1.9100000000000001
West Bengal,2020-05-07,1.47,1.2,1.76
West Bengal,2020-05-08,1.26,1.0,1.54
West Bengal,2020-05-09,1.1500000000000001,0.89,1.42
West Bengal,2020-05-10,1.02,0.77,1.3
West Bengal,2020-05-11,0.93,0.67,1.2
West Bengal,2020-05-12,0.88,0.61,1.1500000000000001
West Bengal,2020-05-13,0.87,0.61,1.16
West Bengal,2020-05-14,0.88,0.61,1.17
West Bengal,2020-05-15,0.9400000000000001,0.66,1.22
West Bengal,2020-05-16,0.9400000000000001,0.67,1.24
West Bengal,2020-05-17,0.97,0.6900000000000001,1.26
West Bengal,2020-05-18,1.01,0.73,1.3
West Bengal,2020-05-19,1.07,0.79,1.35
West Bengal,2020-05-20,1.09,0.8300000000000001,1.3900000000000001
West Bengal,2020-05-21,1.1500000000000001,0.89,1.44
West Bengal,2020-05-22,1.16,0.9,1.44
West Bengal,2020-05-23,1.17,0.91,1.43
West Bengal,2020-05-24,1.18,0.93,1.44
West Bengal,2020-05-25,1.24,1.0,1.5
West Bengal,2020-05-26,1.3,1.06,1.54
West Bengal,2020-05-27,1.37,1.1500000000000001,1.61
West Bengal,2020-05-28,1.42,1.2,1.6300000000000001
West Bengal,2020-05-29,1.44,1.24,1.6500000000000001
West Bengal,2020-05-30,1.42,1.23,1.62
West Bengal,2020-05-31,1.3900000000000001,1.21,1.58
